회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,부실판단,도입기,성숙기,성장기,쇠퇴기
위텍코퍼레이션(주),100750,2022,-19.54,-22.1,-11.97,-29.18,68.2,56.35,158.16,101.56,54.16,-12.51,8.73,26.83,38.74,-27.41,-11.67,-29.98,-8.51,-8.62,-22.99,3.29,-12.67,-15.839144600849496,-15.84,-34.53,-6.0,-23.82,-6.63,-190.13,-1.44,-2.18,-3.52,0.0,0.0,0.4103316306190899,3.32,1.41,0.6,0.39,0.38,0.54,1.21,13.0,0.0,0,0,0,1
윈스로드주식회사,21178,2022,2.84,5.74,1.8,1.57,125.08,104.28,173.86,141.57,31.44,12.96,18.09,64.66,36.51,0.94,0.32,0.23,2.19,1.93,1.41,0.94,-7.74,48.146874198287065,48.15,27.85,108.77,27.5,143.53,2665.04,9.33,27.66,8.13,2.84,36.64,1.1485183419942422,3.27,2.46,4.83,1.39,1.37,4.39,1.99,32.0,0.0,0,0,0,1
주식회사나라컨트롤,17561,2022,29.29,0.0,6.37,9.39,542.21,495.99,27.81,15.5,0.0,53.63,233.47,65.76,78.24,-16.76,-15.87,-21.74,-7.58,-8.57,-13.44,-1.51,-25.590000000000003,-11.581621748407557,-11.58,-0.39,-27.27,6.05,-3.97,1051.18,3.37,45.35,4.97,-437.76,-306.32,0.6790494123759031,11.4,1.12,8.95,0.73,0.64,1.67,1.03,39.0,0.0,0,0,0,1
주식회사남선,85372,2022,-0.55,-1.39,-0.27,-0.3,68.16,40.43,95.19,95.19,19.45,-15.53,0.22,33.24,51.23,-8.75,-6.5,-5.13,-1.56,-2.03,-2.01,0.11,-6.6,24.28544618339317,24.29,33.72,20.07,15.85,26.0,721.94,2.54,6.96,2.78,-184.77,-112.3,0.9130198217119232,410.97,5.53,2.14,1.27,1.01,1.49,3.14,6.0,0.0,0,0,0,1
주식회사남양뉴월드마트,62036,2021,-12.79,0.0,-1.74,-1.07,719.98,719.98,15.8,15.8,0.0,84.58,76.3,98.23,86.36,96.27,26.8,34.4,-1.07,-1.81,-2.33,0.82,74.46,-68.63434901322982,-68.63,44.68,-99.29,-60.86,0.0,5649.08,91.14,0.0,55.87,61.58,82.87,1.631330008126145,73.66,2.2,1.32,0.78,0.78,1.29,1.96,23.0,0.0,0,0,0,1
주식회사남이,78888,2017,36.13,38.04,20.23,197.19,301.25,207.2,127.3,12.0,53.2,10.63,0.54,15.91,43.99,1.26,0.53,5.37,0.21,0.21,2.16,24.62,-8.4,-6.434529128023724,-6.43,0.77,-7.68,-74.47,-7.9,979.49,4.89,5.83,47.69,11.25,68.43,0.1026162724463352,21.0,0.95,0.12,0.1,0.1,0.12,0.65,10.0,0.0,0,0,0,1
주식회사네오메드,100926,2022,-1.95,-2.33,-1.24,-2.63,56.9,36.18,173.52,153.77,53.13,-24.23,0.82,31.99,36.56,50.72,10.61,31.44,-17.36,-17.7,-56.88,9.29,114.11,-50.5807734744326,-50.58,-30.15,-56.56,-11.07,-60.52,3142.42,32.59,62.61,69.28,45.38,75.43,0.4704773675843354,7.83,2.59,0.44,0.34,0.31,0.42,1.21,11.0,0.0,0,0,0,1
주식회사넥스트바이오글로벌,87946,2019,-2.35,-270.9,-2.13,-5.41,110.0,50.17,936.07,926.31,0.78,8.94,0.14,98.35,9.65,-9.31,-0.7,-2.5,-0.92,-0.92,-3.29,0.13,-9.32,-45.08134608437911,-45.08,-44.86,-55.79,-76.78,-33.44,199.11,2.58,177.08,6.56,-38.15,2.11,0.3926371357566511,0.62,0.58,21.57,0.28,0.28,14.56,0.28,8.0,0.0,0,0,0,1
주식회사노나텍,70931,2015,-10.8,-14.74,-6.9,-8.61,91.57,82.2,177.32,133.14,46.83,-4.05,0.2,43.96,36.06,0.24,0.09,0.11,-0.98,-1.52,-1.95,0.83,-7.45,-4.651830388972488,-4.65,-8.58,-1.33,-24.5,-5.14,1520.03,8.94,19.52,11.16,0.98,42.12,0.8015865946006501,2.18,1.9,1.7,0.85,0.78,1.42,1.74,22.0,0.0,0,0,0,1
주식회사노형산업개발,97722,2022,14.84,26.47,13.75,10.1,107.97,95.07,1260.69,1258.94,51.94,7.37,26.5,99.89,7.35,1205.5210125349297,13.29,10.59,20.98,20.94,16.68,3.87,1249.93204841516,-14.315733337084485,-14.32,-14.26,-46.43,163.01,0.0,7375.62,22.26,0.0,16.36,64.71,96.81,1.3605415749244334,4.3,1.7,0.0,1.26,1.26,903.84,1.26,5.0,0.0,0,0,0,1
주식회사농수산물마켓,74766,2021,5.84,10.03,1.87,1.79,211.49,211.49,47.0,47.0,18.61,35.65,8.06,67.62,68.03,61.95,39.07,30.84,4.16,3.18,3.27,0.63,40.46000000000001,-12.978295930941878,-12.98,90.47,-59.23,-13.79,0.0,6585.47,55.29,0.0,52.99,58.19,81.53,1.043375149324835,143.79,2.12,3.39,1.27,0.97,1.87,2.02,10.0,0.0,0,0,0,1
주식회사누비지오,86045,2022,-2.92,-4.03,-1.94,-2.58,114.52,29.56,196.05,83.86,48.05,4.11,2.74,32.44,33.78,1.12,0.4,0.5,1.94,1.92,2.62,2.17,-0.6199999999999999,-4.211388449961033,-4.21,31.58,-15.28,-13.37,-2.39,1970.97,14.71,22.91,19.64,2.56,34.98,0.748999838845612,19.13,10.63,1.15,0.79,0.73,1.02,2.62,12.0,0.0,0,0,0,1
주식회사뉴데이즈,53617,2022,-8.04,0.0,-1.77,-6.46,447.98,447.81,28.28,28.28,0.0,76.71,55.94,98.75,77.96,4.81,3.13,13.35,3.79,0.32,1.39,-14.82,-5.72,-25.71398811157608,-25.71,-25.94,-2.61,-51.71,-45.83,1773.78,13.44,16540.81,48.97,27.26,9.86,0.2745330424922995,83.61,0.24,237.36,0.23,0.23,21.65,0.24,31.0,0.0,0,0,0,1
주식회사늘픔,82382,2019,-14.72,-16.52,-14.02,-248.04,245.26,205.96,2011.27,712.11,84.86,49.0,3.27,82.73,4.74,-77.85,-4.64,-106.82,0.82,-1.56,-35.83,60.31,-130.3,-37.57769318280095,-37.58,-41.98,-1.95,-76.42,-1.95,1287.63,2.87,16.62,50.78,-210.38,87.81,0.0565219766490268,1.01,0.06,0.32,0.04,0.04,0.32,0.05,9.0,0.0,0,0,0,1
주식회사닉스아이,92083,2020,-27.8,-58.93,-12.4,-11.63,307.01,297.34,80.49,53.25,21.03,61.07,35.37,90.57,55.4,1.89,0.96,0.97,1.43,1.39,1.55,0.96,-2.0,-26.985728276105984,-26.99,-24.68,-43.61,-31.52,-27.65,607.16,6.77,598.11,6.35,15.33,49.01,1.0661090466989989,1.77,1.11,79.04,0.99,0.9,8.16,1.01,24.0,0.0,0,0,0,1
주식회사다도해운,43669,2019,-9.81,0.0,-1.08,-2.34,677.89,677.89,12.31,9.47,0.0,48.73,188.8,57.16,89.04,-2.57,-2.81,-5.03,-3.17,-4.26,-9.04,-2.32,18.37,4.773181134335564,4.77,2.4,8.12,13.78,14.22,1412.8,10.6,40.45,23.01,-21.85,9.66,0.4605117542254943,7.01,0.82,1.87,0.56,0.47,1.12,0.82,26.0,0.0,0,0,0,1
주식회사다산에너지,87182,2022,-29.49,-276.34,-23.39,-46.73,122.45,96.62,383.97,364.21,8.47,16.89,0.8,92.15,20.66,-79.26,-19.86,-54.31,-13.9,-13.9,-38.95,1.81,-77.15,-44.57945745736921,-44.58,-31.64,-82.79,-71.8,-87.76,-5014.46,-21.9,-431.65,-43.76,0.0,0.0,0.5005534101025692,0.94,0.54,2.11,0.37,0.36,1.87,0.44,11.0,0.0,0,0,0,1
주식회사다선,77248,2018,-2.53,-3.54,-1.44,-18.18,139.22,139.22,132.92,63.8,40.75,10.74,25.07,38.14,42.93,9.43,3.17,48.68,-0.32,-0.33,-5.1,26.03,3.14,-30.88150059770789,-30.88,101.95,-50.82,-31.82,-52.26,1360.77,12.81,21.52,161.26,30.19,75.91,0.0794075660578525,4.0,0.28,0.09,0.07,0.06,0.08,0.28,22.0,0.0,0,0,0,1
주식회사대경공영,43482,2017,-2.23,-8.89,-1.53,-0.48,100.82,100.82,218.12,215.68,17.21,0.56,16.14,68.36,31.43,6.15,2.97,0.6,4.43,3.74,1.04,-0.02,0.1500000000000003,28.8037288983432,28.8,48.73,-0.11,68.35,22.09,2570.04,10.74,166.48,3.37,17.8,35.77,3.191079095541637,7.86,5.58,50.98,4.95,3.59,10.08,5.58,28.0,0.0,0,0,0,1
주식회사대경이앤에스,93033,2022,-9.83,-55.64,-7.62,-1.32,97.08,97.08,345.61,284.55,13.7,-1.87,10.56,61.99,22.44,26.21,6.36,0.9,-3.28,-4.67,-0.77,-0.14,14.840000000000002,12.357126794050764,12.36,14.14,9.57,11.07,10.88,26128.29,542.49,2300.28,94.07,0.96,4.88,5.766948060751889,20.8,9.92,25.71,7.05,6.1,15.86,9.92,14.0,0.0,0,0,0,1
주식회사대광,13533,2015,-143.02,0.0,-15.8,-222.33,100.2,100.2,12.42,11.86,0.0,0.02,29.57,10.57,88.96,-10.2,-8.41,-134.55,-10.3,-10.9,-182.89,-10.11,-2.219999999999999,-27.767604165572003,-27.77,-77.14,-3.0,-27.21,-3.19,869.61,7.81,9.34,109.92,-122.4,-86.64,0.0710461523208354,142.85,0.25,0.08,0.06,0.06,0.08,0.25,47.0,0.0,0,0,0,1
주식회사대광금속,45439,2016,-27.54,-81.42,-24.89,-14.78,115.03,82.73,937.43,867.1,30.57,12.56,0.59,96.14,9.64,47.6,4.6,3.49,-20.51,-20.59,-15.64,0.93,68.96000000000001,-35.836635925133926,-35.84,-11.93,-91.74,-28.06,-96.73,1264.48,23.05,1533.33,13.69,25.47,41.16,1.6842087609113985,3.13,2.6,7.09,1.32,1.32,6.67,1.64,21.0,0.0,0,0,0,1
주식회사대광텍스타일,72975,2019,-6.05,-6.99,-4.47,-7.55,65.45,39.21,281.19,216.93,63.93,-19.66,7.21,37.24,26.23,-17.89,-5.11,-8.72,-2.31,-2.64,-4.57,3.21,-18.96,-4.486807245471054,-4.49,-10.21,-0.73,-3.82,-2.28,106.24,0.9,1.49,1.53,-571.44,-62.46,0.5912221747720197,3.93,2.5,0.97,0.59,0.58,0.94,1.5,13.0,0.0,0,0,0,1
주식회사대동종합물류,70722,2015,-10.88,-24.27,-9.02,-3.9,119.84,112.63,484.47,312.85,37.15,10.62,6.48,64.15,17.11,21.03,5.4,2.54,-10.74,-11.06,-6.37,1.0,42.71,-39.762520977956974,-39.76,-24.77,-55.6,-13.34,-92.27,2536.97,44.18,1180.3,19.13,13.29,35.37,2.30958096824907,5.13,3.3,8.86,2.12,1.74,3.96,3.09,46.0,0.0,0,0,0,1
주식회사대륙철강,53275,2017,-6.42,-8.49,-4.01,-4.59,130.25,100.2,166.18,151.78,47.19,17.25,1.39,74.27,37.57,9.83,3.47,4.03,-9.39,-9.91,-12.61,1.24,7.67,-18.19540299582932,-18.2,26.4,-59.47,-45.33,-76.82,1211.04,13.1,105.26,15.0,26.86,49.1,0.8736485556458755,3.76,1.87,2.64,0.86,0.79,1.96,1.31,31.0,0.0,0,0,0,1
주식회사대림오토,97856,2022,5.22,7.26,4.27,6.24,45.81,36.06,452.26,254.59,58.85,-24.98,0.96,21.12,18.11,-54.71,-10.22,-15.66,-9.27,-9.54,-14.77,1.98,-76.68,-10.839509341989404,-10.84,-38.11,1.09,-26.22,0.81,513.22,3.97,5.2,5.8,-269.93,-120.52,0.6848762447617188,5.09,3.08,0.9,0.65,0.65,0.87,2.48,14.0,0.0,0,0,0,1
주식회사대산화학,69276,2022,-2.9,-3.16,-1.68,-1.97,49.2,45.46,137.47,120.76,53.04,-25.83,0.35,25.02,42.11,20.71,21.13,9.31,3.74,3.72,4.24,2.43,-0.2799999999999976,6.219065900662276,6.22,16.32,3.23,5.94,-7.8,11521.31,13.49,99.05,15.83,58.81,89.5,0.8517095060948252,4.09,3.9,5.99,2.27,0.88,1.15,3.66,14.0,0.0,0,0,0,1
주식회사대선빌딩,70901,2022,-0.86,-0.87,-0.56,-120.96,1.0706869134161876,0.4417172835404687,189.22,186.53,64.43,-64.26,0.34,0.5206869134161876,34.58,-10.72,-3.89,-840.81,-2.08,-2.08,-449.32,390.6347321549569,-19.880000000000003,-1.6062252049808683,-1.61,-85.84,-0.22,-94.23,-0.08,132.49,0.34,0.34,73.31,-1146.96,-92.35,0.0046599433809208,71.44,0.49,0.0,0.0003434567080937,0.0,0.01,0.49,31.0,0.0,0,0,0,1
주식회사대신약품,17640,2019,-2.01,-3.89,-1.25,-0.69,131.17,101.16,166.21,159.12,32.22,18.63,3.92,78.4,37.56,2.0,0.72,0.41,3.04,2.93,1.69,0.8,-2.43,-7.66502164022931,-7.67,-8.78,-3.37,-7.28,-2.07,1102.72,8.76,46.87,4.86,8.51,38.42,1.8032578755255828,3.21,2.81,9.55,1.74,1.73,8.21,2.19,31.0,0.0,0,0,0,1
주식회사대신전기,85975,2022,-33.72,-34.61,-31.02,-2177.5356641451094,122.52,52.93,1148.32,1015.81,89.61,18.33,0.54,99.7,8.01,-44.74,-4.99,-388.07,-1.59,-2.32,-181.67,172.81,-41.16,15.867973659959242,15.87,16.89,-70.38,-83.61,-99.69,-526.98,-2.37,-86189.03753402806,-199.41,0.0,0.0,0.0118978774188125,0.05,0.02,826.96,0.01,0.01,1.81,0.01,11.0,0.0,0,0,0,1
주식회사대영엠텍,64234,2022,-27.6,-51.6,-7.37,-10.27,169.08,160.05,36.41,35.62,14.28,18.04,33.92,44.16,73.31,9.54,8.83,9.31,5.13,4.19,5.86,-1.07,2.16,-0.5388732048352499,-0.54,-5.57,3.84,11.29,0.7,3574.46,13.79,47.06,19.23,48.39,64.03,0.7169797773443755,21.52,1.64,2.46,0.95,0.72,1.31,1.58,15.0,0.0,0,0,0,1
주식회사대원엔비폴,77313,2022,5.72,7.59,2.96,2.37,128.81,121.42,107.51,60.24,39.06,8.36,21.69,37.39,48.19,32.36,14.32,12.36,9.92,9.91,8.84,1.0,1.8999999999999984,-18.557722617259376,-18.56,6.33,-28.55,10.56,-30.27,12148.04,27.07,47.14,21.68,57.01,88.96,1.2486910578839887,5.11,3.66,1.78,1.16,1.12,1.66,3.44,11.0,0.0,0,0,0,1
주식회사대원종합건설,17662,2015,11.45,39.92,3.76,5.42,358.33,311.15,48.96,28.82,9.43,49.98,13.17,69.32,67.13,1.42,1.53,1.57,1.92,1.25,1.95,-0.77,-4.92,-14.435439823169096,-14.44,5.89,-40.33,-38.88,-2.94,514.35,4.44,644.88,6.39,24.48,21.73,0.6940798225934527,2.21,1.19,99.36,0.98,0.64,1.69,1.03,45.0,0.0,0,0,0,1
주식회사대원플러스알앤씨제삼차,86549,2022,-8.62,-17.63,-6.48,-4.14,132.94,108.53,302.39,302.39,36.74,24.76,14.2,99.9,24.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.71926471357025,80.72,80.99,-29.01,258.78,0.0,21543.51,58.46,0.0,37.39,85.31,0.0,1.5635883693505226,4.48,2.85,0.0,2.02,2.01,927.4502340062348,2.02,6.0,0.0,0,0,0,1
주식회사대유디앤씨,95869,2022,-2.05,-2.15,-1.85,-14.16,70.6,8.05,944.56,926.8,86.45,-26.09,0.03,62.64,9.57,-69.79,-4.22,-30.97,1.06,1.0,7.37,28.14,-180.48,8.334248618703622,8.33,-5.81,44.81,-70.5,44.1,978.77,1.58,4.24,12.03,-257.54,36.6,0.1309646028543949,6.32,1.94,0.42,0.14,0.14,0.41,0.2,6.0,0.0,0,0,0,1
주식회사대정,100010,2022,3.22,4.57,2.43,2.19,106.43,101.73,303.54,101.07,53.04,1.61,51.11,26.66,24.78,18.15,4.63,3.72,-6.69,-6.73,-6.83,1.06,12.05,-19.997370929706484,-20.0,-32.04,-14.49,-10.17,-9.83,2377.91,14.89,28.79,13.44,27.69,64.13,1.107564164765354,9.13,3.56,2.03,1.24,0.98,1.39,3.36,21.0,0.0,0,0,0,1
주식회사대진글라스,48468,2022,4.04,4.91,2.94,3.45,63.34,34.1,269.16,224.12,59.93,-22.26,2.64,38.45,27.09,7.79,1.75,1.88,4.31,4.31,4.69,4.55,-4.55,16.175777898613937,16.18,29.95,8.96,18.6,9.92,7891.48,12.58,22.4,14.73,12.78,83.51,0.8541586990476759,5.3,4.69,1.58,0.93,0.92,1.45,2.51,23.0,0.0,0,0,0,1
주식회사대평건설,82634,2018,21.78,27.47,18.74,792.67,120.9,0.82,617.46,590.86,68.24,17.21,0.3,99.57,13.94,0.33,0.04,1.95,-1.31,-1.31,-58.15,131.06,-596.1353428294144,-9.08181810789033,-9.08,-6.59,-87.32,-97.24,-87.32,465.72,6.04,1400.25,255.3,0.76,87.64,0.0236468553065749,24.39,0.57,1.23,0.02,0.02,1.23,0.02,10.0,0.0,0,0,0,1
주식회사대한,100599,2022,-32.16,0.0,-17.02,-7.34,185.22,182.22,112.35,88.26,0.0,35.42,89.51,76.99,47.09,-45.15,-24.12,-13.29,-24.8,-25.06,-16.09,-0.16,-53.42,-49.3852991570146,-49.39,-55.51,-6.26,-55.76,-33.68,-1431.17,-19.38,-6097.87,-8.36,0.0,0.0,2.317266405161356,4.26,1.87,581.46,1.82,1.56,9.74,1.85,22.0,0.0,0,0,0,1
주식회사대한스텐레스파이프,39942,2022,-5.29,-7.56,-4.13,-3.62,105.1,88.06,354.46,274.54,54.58,3.08,10.69,63.49,22.0,17.26,4.34,3.05,3.81,3.33,2.84,2.04,-9.209999999999996,6.089429801521883,6.09,17.03,-8.74,0.33,-16.37,5924.37,11.16,57.36,9.78,31.22,74.56,1.1415826961985829,3.27,2.35,5.3,1.42,1.18,2.98,1.94,30.0,0.0,0,0,0,1
주식회사대형에프아이티,82173,2019,-2.9,-3.83,-1.78,-1.7,102.25,85.21,159.58,135.72,46.59,1.18,3.56,53.46,38.52,-10.76,-4.18,-4.18,-2.27,-2.33,-2.38,1.75,-18.42,-12.759586346184587,-12.76,-18.9,-4.44,-42.05,-3.37,1199.78,11.69,26.65,11.14,-37.5,-1.38,1.049245157285159,3.64,2.08,2.35,1.0,0.98,2.2,1.76,14.0,0.0,0,0,0,1
주식회사대흥건설산업,101115,2022,-28.59,0.0,-10.51,-3.62,243.22,243.22,58.18,56.78,0.0,51.41,87.16,87.31,63.22,-35.63,-25.37,-9.81,-25.42,-25.74,-10.52,-0.13,-71.30000000000001,-27.20342728668314,-27.2,-30.65,10.61,69.16,-5.37,-2067.88,-18.77,-474.03,-6.46,0.0,0.0,2.9037428684629374,5.11,2.72,71.31,2.59,2.45,24.04,2.72,10.0,0.0,0,0,0,1
주식회사대흥산업,67318,2015,7.61,14.29,7.54,5.07,30.71,23.65,10572.9,8595.42,52.78,-55.8,0.06,24.73,0.94,0.0,3.88,2.6,3.43,3.19,2.3,1.75,0.0,-12.36492181125543,-12.36,-0.02,-15.78,-13.21,-17.47,1690.23,16.61,24.29,11.18,23.25,90.85,1.4865076200121317,27.46,8.01,1.92,1.49,1.39,1.81,6.01,22.0,0.0,0,0,0,1
주식회사대흥쿨러,66391,2014,11.5,26.74,4.53,2.79,179.92,162.94,64.94,55.16,16.93,26.73,74.9,60.17,60.63,19.85,12.27,7.29,6.82,4.85,3.33,-1.19,-13.89,-18.53837696693198,-18.54,-27.05,-1.09,-9.33,-9.13,3058.78,29.9,146.58,18.42,39.57,43.38,1.6233114116738676,6.7,2.47,7.58,1.68,1.46,4.05,2.28,35.0,0.0,0,0,0,1
주식회사더블유비스킨,100401,2022,-0.88,-0.97,-0.42,-0.25,205.14,101.59,92.49,40.93,43.31,22.36,13.16,43.62,51.95,1.88,0.96,0.58,1.69,1.66,1.0,0.67,-37.5,-1.913534993653513,-1.91,0.01,-3.35,-11.19,-3.4,4375.78,11.61,20.62,6.95,8.34,29.44,1.670912034836461,10.67,6.89,2.92,1.65,1.65,2.91,3.83,7.0,0.0,0,0,0,1
주식회사더성도,49604,2022,-1.18,-1.66,-0.72,-0.47,133.85,49.73,158.19,150.24,43.67,19.7,7.29,77.89,38.73,2.86,1.12,0.72,2.72,2.71,1.73,1.72,-2.78,4.0900280367208754,4.09,33.05,-41.07,14.19,-21.06,2284.86,15.63,73.73,10.18,7.03,35.05,1.5364100003995955,7.26,6.24,6.39,1.57,1.57,5.15,2.25,26.0,0.0,0,0,0,1
주식회사덕양상사,59260,2016,-7.45,-9.42,-7.37,-5.22,68.25,51.29,8878.36,4162.89,78.26,-14.72,1.5,31.64,1.11,-229.34,-14.96,-12.04,10.68,10.3,8.31,2.26,-195.08,-21.892275516851235,-21.89,-66.75,107.95,-30.95,123.64,-401.82,-5.88,-8.63,-4.16,0.0,0.0,1.4130624548613917,12.48,2.5,2.87,1.24,1.24,2.79,2.23,25.0,0.0,0,0,0,1
주식회사덕일,29739,2022,-4.92,-1516.79,-0.8,-0.88,455.34,455.34,19.3,18.21,0.05,54.24,35.02,69.5,83.82,2.09,2.23,1.94,2.64,0.29,0.32,-2.52,-0.4900000000000002,4.097031739871313,4.1,6.62,-1.22,81.94,-0.87,1250.19,4.16,42.41,4.62,42.09,29.22,0.9011161799931856,13.05,1.34,9.14,1.15,0.92,2.94,1.34,25.0,0.0,0,0,0,1
주식회사데미안,13949,2019,-38.3,-505.92,-11.53,-5.95,244.39,76.19,43.06,39.08,2.28,39.44,1.24,66.76,69.9,-10.04,-5.63,-3.82,-5.07,-5.86,-3.99,-0.2,-6.789999999999999,-38.80996103413269,-38.81,-48.73,0.12,0.77,0.32,3346.83,35.48,108.09,18.32,-20.85,-15.09,1.93632542943193,11.58,4.61,5.91,1.47,1.47,5.83,1.97,43.0,0.0,0,0,0,1
주식회사동광,17716,2022,-4.8,-10.91,-3.64,-521.32,30.23,30.23,313.78,244.63,33.37,-41.25,9.08,17.87,24.17,57.33,20.59,1545.43,-4.39,-5.99,-960.45,5.94,117.35,-19.35695543977837,-19.36,40.1,-26.17,-84.93,-46.54,4896.24,27.39,106.68,3921.08,39.41,92.33,0.0069851348141647,0.0,0.05,0.02,0.01,0.01,0.01,0.05,31.0,0.0,0,0,0,1
주식회사동광레이저,71244,2022,173.64,225.3,48.49,224.53,422.59,202.65,38.74,13.33,21.52,30.99,119.11,40.6,72.08,1.55,1.1,5.14,1.23,1.07,5.12,0.11,-181.08,-6.008250991632182,-6.01,-36.71,40.61,-88.56,42.29,1273.26,6.77,12.28,31.36,16.4,67.32,0.2159573310459465,3.63,0.67,0.44,0.21,0.21,0.42,0.41,17.0,0.0,0,0,0,1
주식회사동남,17719,2022,-2.23,-2.98,-0.74,-2.37,66.73,56.52,49.94,41.93,24.89,-9.31,22.46,18.66,66.69,-5.16,-3.67,-10.99,-3.15,-3.49,-11.02,0.8,-1.35,2.378196168066199,2.38,3.32,2.17,8.74,4.94,386.85,0.79,1.04,2.52,-435.43,-196.86,0.3127433623697125,17.63,1.91,0.42,0.33,0.32,0.39,1.7,40.0,0.0,0,0,0,1
주식회사동림양말,56754,2014,22.19,0.0,1.36,60.94,33448.00757191568,31311.36039185453,6.52,0.13,0.0,67.17,1622.25,67.29,93.88,1.55,1.44,67.4,-0.32,-2.11,-98.64,-83.83,-0.4199999999999999,-7.910217196947936,-7.91,-10.66,-1.69,0.0,-1.7,284.08,3.0,9.18,134.51,50.11,9.69,0.0223015306326095,9.65,0.03,0.07,0.02,0.02,0.07,0.03,32.0,0.0,0,0,0,1
주식회사동명,77013,2021,-8.35,-71.06,-1.79,-1.32,383.29,350.6,27.25,26.08,2.52,58.05,99.29,78.54,78.58,2.26,2.0,1.36,1.61,0.85,0.65,-0.53,-4.78,-7.355227619220475,-7.36,0.31,-27.6,-8.03,-2.43,2404.96,20.11,200.77,14.83,9.18,31.01,1.355842461410648,5.43,1.87,13.34,1.47,1.3,5.31,1.73,22.0,0.0,0,0,0,1
주식회사동명상선,64628,2016,-3.48,-3.89,-3.14,-3.65,13.75,11.61,930.85,745.79,80.74,-62.4,1.32,9.95,9.7,24.18,1.96,2.43,3.02,3.02,3.75,3.74,110.54,-12.184501770835324,-12.18,-23.13,-10.78,-8.38,-11.03,1415.66,19.76,22.15,22.92,10.59,67.1,0.8622613035374056,39.71,8.76,0.91,0.81,0.81,0.9,7.53,25.0,0.0,0,0,0,1
주식회사동아디앤씨,78285,2022,-66.72,-67.5,-41.12,-1124.39,162.87,21.81,160.57,158.95,60.91,38.35,19.01,99.35,38.38,-11.2,-4.39,-124.46,-1.37,-1.58,-44.94,78.67,-9.38,-6.951367400606435,-6.95,-6.99,-0.15,-63.64,-0.23,-38.13,-0.17,-29.68,-4.72,0.0,0.0,0.0365679620494907,0.0,0.22,6.28,0.04,0.04,5.66,0.04,12.0,0.0,0,0,0,1
주식회사동안산기,85053,2022,-41.78,-62.73,-16.04,-202.65,146.6,146.39,62.33,61.73,25.57,17.72,12.09,55.75,61.6,58.8,26.91,353.6,-4.04,-4.18,-55.69,7.48,60.45,-9.67879550406213,-9.68,142.91,-49.58,-48.47,-52.62,6724.73,37.31,89.74,471.32,75.02,97.46,0.0791622209119756,1.2,0.2,0.12,0.08,0.08,0.12,0.2,17.0,0.0,0,0,0,1
주식회사동양정밀가스켓,83203,2022,1.89,2.18,1.19,1.79,120.41,88.28,169.29,101.46,54.41,7.69,0.48,45.37,37.14,0.33,0.13,0.19,2.5,1.49,2.25,1.22,-3.46,0.4035105671332201,0.4,3.18,-1.79,7.69,-0.03,1698.72,7.61,15.39,11.52,1.61,45.97,0.6609855653976129,14.07,2.0,1.34,0.69,0.66,1.2,1.48,45.0,0.0,0,0,0,1
주식회사동연엘시엠,75927,2022,-33.77,-37.82,-17.99,-45.62,181.6,53.86,113.98,113.2,47.56,43.17,0.86,96.07,46.73,-1.95,-1.03,-2.33,1.54,1.46,3.69,5.91,-6.94,1.2166361318170904,1.22,21.22,-79.91,40.05,-1.85,1038.67,2.72,195.69,6.9,-33.76,57.54,0.3943449734615704,3.72,2.03,28.09,0.44,0.4,3.36,0.45,9.0,0.0,0,0,0,1
주식회사동울산마트,72431,2018,-8.81,-11.63,-7.69,-7.51,27.79,7.72,686.79,327.25,66.11,-30.03,0.02,11.56,12.71,15.22,1.78,1.76,2.42,2.42,2.38,0.91,-6.51,-1.740245185343086,-1.74,-3.95,-1.44,-1.86,-1.47,876.25,11.03,12.48,10.77,16.31,44.29,1.02380024190711,433.68,28.3,1.15,1.01,1.01,1.15,8.68,11.0,0.0,0,0,0,1
주식회사동이에코스,94063,2021,-4.14,-4.62,-3.33,-6.72,64.83,8.99,415.24,380.11,72.25,-25.95,3.64,47.83,19.41,-51.53,-14.12,-30.24,-12.41,-12.41,-26.73,4.64,-57.48,-12.089669030240282,-12.09,-13.23,-11.02,0.57,-10.78,-608.84,-5.14,-10.79,-10.35,0.0,0.0,0.4962796199456501,10.16,5.72,0.98,0.47,0.46,0.9,0.96,20.0,0.0,0,0,0,1
